X1,X2,Y
2.851789377,1.926410669,1
-0.298983029,-2.043245896,-1
3.917655006,2.161004717,1
-4.415678157,-1.553485946,-1
-2.995739214,-1.4976256,-1
0.5173012107,3.979009218,1
2.12067128,2.437413572,1
1.963729814,2.221876657,1
1.975404565,4.419247011,1
0.09408591164,-1.739389001,-1
1.455951278,2.597214602,1
2.8002936,5.574017518,1
-3.150410307,1.577077715,-1
3.734772166,2.698214553,1
1.834481977,0.1298314795,1
2.393354334,3.596403109,1
0.3245456778,2.095570057,1
-3.248262563,-1.350453886,-1
0.8224826576,1.625157087,1
-2.131136254,-0.7971041043,-1
-1.870654225,-3.365569636,-1
0.05994555108,-2.73560442,-1
0.06963032295,-2.081975723,-1
-1.552271337,-4.673440444,-1
-3.713714615,-2.121909626,-1
0.5829264869,0.687846151,1
-1.978145746,-2.642039055,-1
-0.2781033587,-4.621888072,-1
-2.224496384,-0.1665689043,-1
4.008818793,1.142975663,1
4.300238115,1.766714893,1
-2.096811487,-0.1680232257,-1
3.521436994,1.406875302,1
1.144261779,-1.395784752,1
-0.2249486244,0.4641547461,-1
-0.4337032788,3.690315256,1
