X1,X2,Y
-1.151256385,3.769673315,-1
-1.573421449,4.778908961,-1
3.040566834,4.451916465,1
2.531970793,0.7026036051,1
-3.952001429,-4.233597828,1
3.961218235,0.955693708,1
-3.652767895,-0.953539008,1
4.670422874,0.855283413,1
1.329471351,3.926184596,1
0.4585754353,0.4090933899,-1
4.999698108,3.27039465,1
2.095888346,2.813445757,1
4.741508947,4.4480789,1
-4.69659675,4.642071816,-1
5.289114181,-5.245074056,-1
3.880757746,2.591025826,1
-2.610248935,-3.343308223,1
-3.991414024,-5.016141132,1
-1.559325361,1.982375063,-1
-4.456251914,2.825915025,-1
-4.937378422,-0.3687381532,1
-4.018337798,-1.163125797,1
1.368223274,3.479503494,1
1.903451482,3.216450924,1
-2.080618313,5.298691066,-1
-2.068613918,4.325559504,-1
-2.706517938,1.473023629,-1
-2.791076661,3.938311414,-1
1.113540273,-5.072823529,-1
-1.048014965,-1.896045419,1
2.766648682,-4.526717761,-1
-3.782282583,-4.870384393,1
-1.442805654,-2.320719811,1
-4.660882387,0.5004487447,1
-2.383220155,0.4547820783,1
-4.210680694,0.8216401834,-1
-0.6294289603,1.555155337,-1
-4.226563059,5.245129472,-1
2.133610878,-3.172648416,-1
1.775475486,2.852925298,1
0.4011583931,-0.4053556918,-1
-3.598721871,-3.890062663,1
-4.524017008,-1.395895845,1
-3.99181096,-4.812960555,1
-1.758499914,3.5247209,-1
-4.039702113,4.010050474,-1
-5.136456503,3.487519475,-1
2.170910469,-3.4232322,-1
4.137722603,-0.3182195573,-1
-4.03689898,-1.413947074,1
3.97206035,-0.6766043391,-1
1.88724901,0.9522208277,1
2.868424059,1.894786696,1
-0.9660477056,-2.46644664,1
-3.389404981,-1.571958324,1
-0.6157167729,-4.277502763,-1
-4.240919752,2.293797462,-1
0.7096133572,5.282462421,-1
-0.8301694762,-3.205638808,1
2.449317542,-3.281679841,-1
-3.573382144,-4.649613523,1
-1.668974144,-3.71470139,1
0.8002007715,-2.619346898,-1
4.738655246,-4.736887586,-1
4.990855182,3.447086569,1
2.598021408,-4.729473234,-1
-1.152945057,-2.528931925,1
2.220562289,1.740482267,1
-4.335897137,-0.9107759011,1
5.219885854,-2.283177028,-1
0.9281136407,-0.5909449087,1
-0.589124839,-3.071938317,1
-2.403615556,-3.019610858,1
-3.707178477,0.6030722781,-1
-1.707976455,1.8812542,-1
4.904568699,-3.38580843,-1
0.8758317776,-0.3675757513,1
2.255417561,-3.259465365,-1
3.511465297,4.888679874,1
4.021835182,4.2048663,1
-5.064467056,1.634549073,-1
1.963703549,4.675755521,1
3.365700411,-2.8486969,-1
1.191834976,1.734658487,1
-2.097946773,0.641900661,-1
0.7088962487,1.308074975,1
0.9731603325,-2.831781564,-1
2.360651067,-1.826805401,-1
-0.926707313,-4.792872918,1
-4.632063192,3.539311573,-1
3.044963324,-3.381436676,-1
2.713769913,1.934650435,1
-1.845563645,1.565133171,-1
-1.345156256,3.304454077,-1
4.804454952,-0.9598841855,-1
-5.246563103,-2.798381944,1
-2.876845739,1.373666932,-1
-1.988823052,0.5456997845,-1
0.3309245797,0.5246197711,-1
-0.9395249257,-3.507891856,1
-3.482812261,0.4349565701,1
1.661939181,-3.817242333,-1
-2.988350024,-3.281662174,1
3.052545552,3.51595787,1
4.261232307,-2.162804267,-1
2.766625296,0.8954921616,1
4.759961036,2.702881412,1
-4.90246198,2.032957522,-1
-2.440170439,1.91726415,-1
-4.315693706,5.064613494,-1
0.8888481111,-3.534720395,-1
