X1,X2,Y
0.113108,-0.596934,1
-0.131388,0.373737,1
-0.095216,0.379134,1
-0.356561,0.95282,0
0.189656,0.476695,0
0.615472,-0.314899,1
0.733154,0.214119,0
1.375921,-0.013868,1
1.368227,-0.172804,1
-0.675164,0.46729,0
0.375988,0.173541,1
0.069024,1.045557,0
0.995491,-0.617066,1
1.338579,-0.746436,1
0.684471,-0.7146,1
2.225714,0.195306,1
0.815882,-0.331855,1
0.196549,-0.055425,1
-0.044121,0.57543,1
0.258116,0.757175,0
-0.85493,0.677231,0
1.50549,-0.866533,1
0.005332,0.512078,0
0.557994,0.198458,1
2.091012,0.043221,1
-0.78657,0.247768,0
0.816015,0.200001,0
1.076193,0.916387,0
-0.558027,0.318977,0
0.764038,-0.003779,0
0.610246,1.031773,0
-0.541104,1.106589,0
-0.420586,0.764573,0
0.080221,-0.245335,1
0.09058,-0.139648,1
-0.065959,0.200104,1
1.516262,0.289588,0
-0.326702,0.941618,0
0.512364,0.684887,1
0.559664,1.13443,0
-0.470905,1.024639,0
-1.007194,0.278509,0
0.752796,-1.169827,1
1.540031,-0.122398,1
1.772345,-0.334375,1
0.925631,0.829957,0
1.502556,-0.013619,1
1.209145,0.272267,0
-0.392695,0.797741,0
0.786693,-0.843328,1
0.972221,0.121499,0
0.273622,0.318411,1
-0.737452,0.195324,0
0.639888,0.45159,0
0.490143,0.837266,0
0.086252,1.08234,0
2.087479,0.938436,1
0.558356,-1.114061,1
0.980615,0.374795,0
1.4274,-0.606368,1
1.209162,-0.385691,1
1.616703,0.582745,1
-0.403856,0.755348,0
-0.211127,0.955183,0
0.394189,-0.11968,0
1.136882,-0.688512,1
-0.060994,1.111037,0
0.576925,-0.338782,1
0.098475,1.119548,0
1.209276,0.518118,0
0.215248,-0.486207,1
0.599698,0.143407,0
1.103046,0.926688,0
0.943038,0.357067,0
-0.303429,0.28979,1
0.823986,1.258925,0
2.797995,0.330766,1
0.980695,-0.638254,1
-1.158878,0.497793,0
0.620919,-0.379791,1
0.58942,0.895205,0
0.184941,-0.37775,1
0.541831,-0.96983,1
-1.274572,0.780405,0
0.947555,-0.034582,1
1.280877,-0.823298,1
0.418383,0.840179,0
-0.590237,0.98717,0
-0.887941,0.752657,0
1.927666,0.120849,1
0.359014,-0.757315,1
-0.927365,-0.266616,0
-0.429801,1.127068,0
0.74593,-0.130351,1
-1.147341,1.000187,0
1.209986,-0.468066,1
-0.764154,0.749256,0
0.743246,-0.538657,1
-0.029031,0.216712,1
0.789539,0.325655,0
0.096657,0.398813,1
-0.840889,0.555076,0
1.323459,-0.767755,0
-0.045248,0.727091,0
1.923855,0.044189,1
-0.136159,0.827754,0
1.794592,0.826142,1
0.986585,-0.212099,1
0.916646,-0.675543,1
0.719082,0.979905,0
0.570644,0.324443,0
0.311405,0.906891,0
-0.113156,1.16066,0
2.001699,0.615945,1
-0.849673,-0.381045,0
0.650438,-0.202325,1
1.061665,0.357001,0
1.196262,-0.734493,1
-1.039094,0.361007,0
-1.57755,-0.071798,0
-0.41567,1.232766,0
0.027176,-0.232383,1
-0.577208,0.99253,0
0.463384,-1.321876,1
-0.765849,0.502189,0
1.715029,-0.449878,1
2.105312,0.592688,1
0.293598,-0.389842,1
0.712962,0.072593,0
-0.328508,1.115819,0
0.278739,-0.327568,1
-0.620755,0.802989,0
0.054455,-0.407513,1
-0.796192,0.442921,0
-1.504756,-0.202349,0
1.797936,-0.018767,1
1.82469,0.118388,1
-0.921975,0.245943,0
2.018659,-0.726362,1
-0.137981,0.82549,0
-0.224753,0.896848,0
1.83109,-0.198849,1
1.028226,0.731139,0
-0.823371,0.590776,0
-0.754067,0.801317,0
0.879694,0.561706,0
0.224522,1.053675,0
-0.196226,0.185773,1
1.382717,-0.082639,1
0.171852,1.390286,0
1.310101,-0.277781,0
-1.184198,0.482567,0
2.115212,-0.112878,1
0.094307,0.277446,1
0.718935,0.078085,0
-0.504513,0.956266,0
-0.868764,0.485724,0
-0.114921,0.599983,0
0.825235,0.067126,0
1.445673,-0.567148,1
1.293222,-0.458154,1
0.561387,0.523398,0
-0.950661,0.654748,0
-0.163315,1.012062,0
1.485334,-0.826124,1
-1.487277,0.154613,0
0.89659,0.674584,0
-0.049243,0.164115,1
0.464225,0.348147,1
-0.177199,0.816243,1
1.626281,-0.15644,1
0.346255,-1.239933,1
1.428925,0.124801,0
0.770161,1.33889,0
-0.795159,0.732177,0
-0.190563,-0.706079,1
1.743755,0.398777,1
1.726862,-0.295056,1
-0.939721,0.366737,0
1.451219,-0.329322,1
-0.078889,0.289364,1
-0.423455,1.509164,0
0.733057,-0.347088,1
1.759771,-0.361436,1
-0.96534,0.861023,0
1.544966,-0.24415,1
0.451022,0.968227,0
0.623321,0.363739,0
0.356134,0.023216,1
1.852101,0.096589,1
0.180501,-0.100354,1
1.497304,0.024559,1
0.400704,1.105706,0
0.627403,-0.111256,1
-0.43242,0.715025,0
-0.057517,0.679938,0
0.488644,0.291873,0
1.529866,-0.818062,1
1.863029,-0.243804,1
0.365898,-0.801821,1
1.508545,0.148727,0
0.187633,-0.145983,1
1.533223,-0.131914,1
-0.180141,-0.183182,1
-0.549083,0.126187,0
0.682335,1.345413,0
0.10121,0.299019,1
