X1,X2,Y
0.3063779307,0.2175141879,1
-0.1162665291,1.128960709,-1
0.3805352912,4.231446811,-1
2.508779361,-3.29365639,1
0.2619847377,-2.819215209,-1
-4.889529456,-1.182038934,1
2.73434821,3.75468131,-1
2.077828213,0.1795327278,-1
-0.8353846465,-1.390032968,1
-2.563335614,-2.301225379,-1
-0.01976286891,1.555635213,-1
0.7282943797,-0.5160087341,1
-3.62431047,-0.6238941699,-1
-0.6221684071,0.4704510138,-1
-2.489925919,-2.059929948,-1
0.3298455285,1.653705551,-1
-1.958509344,1.16898167,1
-1.754749762,3.959904888,-1
0.3233106777,0.3385561751,1
-3.069364512,-1.548627201,-1
-0.9733640622,-1.401507134,1
-4.854398777,-0.7497460995,1
2.021090767,2.11710805,1
-0.2036861971,2.633623533,1
2.236474423,-1.11544122,-1
3.829183344,-0.8057954818,1
-0.9619913131,0.2863533027,-1
-0.821774311,2.496648116,1
0.5164125905,0.3704294996,1
3.111534786,-2.372285751,1
-0.2960595364,-1.207915311,1
2.053020872,0.4229672693,-1
1.41104131,-2.233447508,-1
3.517603252,3.316713944,-1
-1.323989318,2.403435642,1
-2.901066016,3.088446143,-1
1.010852869,-3.894888334,1
-0.4461972366,-0.0281197636,-1
4.656722611,1.775246729,-1
