X1,X2,Y
2.851789377,1.926410669,1
-0.298983029,-2.043245896,-1
3.917655006,2.161004717,1
-4.415678157,-1.553485946,-1
-2.995739214,-1.4976256,-1
0.5173012107,3.979009218,1
2.12067128,2.437413572,1
1.963729814,2.221876657,1
1.975404565,4.419247011,1
0.09408591164,-1.739389001,-1
1.455951278,2.597214602,1
2.8002936,5.574017518,1
-3.150410307,1.577077715,-1
3.734772166,2.698214553,1
1.834481977,0.1298314795,1
2.393354334,3.596403109,1
0.3245456778,2.095570057,1
-3.248262563,-1.350453886,-1
0.8224826576,1.625157087,1
-2.131136254,-0.7971041043,-1
-1.870654225,-3.365569636,-1
0.05994555108,-2.73560442,-1
0.06963032295,-2.081975723,-1
-1.552271337,-4.673440444,-1
-3.713714615,-2.121909626,-1
0.5829264869,0.687846151,1
-1.978145746,-2.642039055,-1
-0.2781033587,-4.621888072,-1
-2.224496384,-0.1665689043,-1
4.008818793,1.142975663,1
4.300238115,1.766714893,1
-2.096811487,-0.1680232257,-1
3.521436994,1.406875302,1
1.144261779,-1.395784752,1
-0.2249486244,0.4641547461,-1
-0.4337032788,3.690315256,1
1.537654434,-3.602928432,1
0.5859615137,-0.2802810038,1
-0.2533069618,-0.3854869575,-1
-0.7632707243,0.2826242955,-1
0.4734295193,-2.543542997,-1
-0.6870493436,1.371084162,-1
3.640547258,0.6116913478,1
3.518274211,-1.280168643,1
0.7756963258,1.712351471,-1
3.231160488,-1.721029542,1
-0.25315983,0.1477490417,-1
0.4091290111,0.05708423606,1
1.97630863,-1.067494365,-1
0.2112536202,1.241302611,-1
-3.626924994,-2.873063022,1
0.6365741394,0.1268832124,1
-1.337075605,-2.591592201,-1
1.913816819,0.2107662127,-1
0.5814595257,-1.157630408,1
-0.6957592895,0.6672795912,-1
-3.145757254,1.955307025,-1
0.01932452856,0.2302142075,1
-0.6253332971,0.0548185333,-1
-0.1583687894,2.850539661,1
-1.67646217,-1.119907641,1
-1.043896696,2.723049254,1
3.059674819,1.566045969,1
0.01802497922,0.1833163579,1
3.75232162,2.958868661,-1
2.144512397,-0.8245054834,-1
0.08286034949,0.2997864785,1
1.024487144,1.221206062,-1
-1.789730395,1.431119253,1
-0.3973995296,-0.1499357515,-1
0.012884867,-1.589269152,1
0.7596100346,-0.774641922,1
2.20854881,3.777043386,-1
1.742539923,0.8656180715,-1
0.5122067264,-0.02958931989,1
-0.3413608274,4.459431391,-1
1.074860399,4.029338934,-1
2.541866548,1.944742822,1
-1.942363039,1.147740561,1
-0.7724581017,-2.839874869,-1
1.158007582,3.026334616,1
3.378932677,-0.04913775211,1
-0.7047658766,-4.433245028,1
3.461605134,-1.48909374,1
1.365437033,1.283770391,-1
-1.121870384,4.090618132,-1
-0.5795700551,-0.04100257758,-1
0.07344936944,-0.07102753676,-1
-4.601845986,-1.381219315,1
-0.6274864311,-1.344674429,1
-0.3481022866,-1.41881875,1
2.393646831,3.592355157,-1
-3.545739639,-0.3442684251,-1
0.8545823399,-2.496319114,-1
-0.4881535891,0.7915048818,-1
0.2408460928,0.1255224093,1
-1.861584055,-0.2494338965,1
0.0236516048,-4.482286542,1
-3.486498135,-3.247770282,1
-0.2741041758,-3.130094044,-1
3.719787433,0.01156869611,1
-0.9155439403,0.501705192,-1
-0.91530678,0.5712390904,-1
0.5915626397,0.004283817289,1
1.863065913,2.462216655,1
-1.291447875,-0.9347312269,1
-3.100416397,-3.596036129,1
-3.388901962,1.038551101,-1
3.060113729,1.11081938,1
2.678594527,1.896145496,1
-0.7113118791,3.946887652,-1
1.800927081,0.5219246483,-1
-3.226569659,1.554339019,-1
0.7589785323,1.418413163,-1
0.3321707905,0.04670926801,1
-1.584862087,-4.207117334,1
2.423089898,-0.3234559685,-1
5.09251137,0.2948780695,-1
-1.016996584,-1.548457388,1
-0.5511880309,-2.671310288,-1
1.644790803,-1.831200167,-1
-0.8115648957,-1.295349598,1
1.264329142,-2.442225935,-1
-2.010651262,-3.797687566,1
-2.042548162,0.2257384656,1
-0.6917467996,0.09465517029,-1
-0.8138933522,0.9216653283,-1
-3.638857299,0.1548237551,-1
0.3604635888,0.4157700171,1
1.363433982,4.233888111,-1
-0.5338516868,-0.131566688,-1
0.09153930926,-1.406046536,1
-4.080965572,-2.724766914,1
-0.02015864105,0.198949401,-1
1.422459886,-3.735957016,1
-1.395556021,-1.247987316,1
0.7053217368,-0.7140118218,1
-1.499246802,-2.598417589,-1
-1.595597037,1.562666989,1
0.5925811177,-0.3205680293,1
0.7076947559,-0.3840641112,1
0.3915801356,-1.05273333,1
-0.1383220958,1.357143825,-1
-3.291653867,2.365840695,-1
-2.023750014,-0.4529618781,1
-0.2420230474,-0.2526006918,-1
0.4964770626,-0.1011654641,1
0.5030269786,-1.048037385,1
-0.06188206365,4.525762725,-1
-2.220121353,0.5177171602,1
-4.418753571,-1.944830142,1
-2.184368618,0.09215248865,1
-0.3906593713,1.199634322,-1
-1.790399217,-2.655470667,-1
0.4733389727,2.707980045,1
0.5234575052,-1.379628851,1
-0.04730708178,0.06603409675,-1
0.1231858235,0.06383608165,-1
-2.307962928,-2.413994166,-1
-0.9311987492,2.469506871,1
-3.584345706,0.8169146525,-1
4.205437903,1.915929263,-1
-0.503920968,0.2019873542,-1
-2.246047078,3.670565397,-1
-2.483230101,3.236212833,-1
1.721393185,0.7917948105,-1
4.105428046,2.397725605,-1
0.08231887116,0.06059354632,1
-1.225659902,-4.38931456,1
0.8187951586,2.68519915,1
1.307277021,1.46411996,-1
0.5646556647,-4.444962019,1
1.432572667,2.565424613,1
-0.7239208408,-0.2743575082,-1
-0.6479565195,-0.04538123042,-1
0.7933155539,-0.007599471149,1
1.978738264,-1.561150987,-1
2.051075953,-0.2582644151,-1
0.1702844076,-3.092227407,-1
0.5213278354,2.744597733,1
-2.988597458,2.536634266,-1
2.518305743,-3.053912317,1
1.485528803,-1.950344225,-1
0.2244520059,0.262797628,1
-3.44078826,-0.8371697958,-1
-1.77197723,1.903670388,1
2.829604506,-2.530696856,1
-3.12297592,-1.031889658,-1
-2.580361288,-3.924646678,1
-1.804977091,-0.9706012277,1
3.182052715,1.081569432,1
1.56979586,1.340926116,-1
2.156540804,-3.69283751,1
-1.863356473,-0.3736464858,1
-0.1365790155,1.479338706,-1
-2.139262883,0.7208915216,1
5.020778861,1.251111194,-1
0.3063779307,0.2175141879,1
-0.1162665291,1.128960709,-1
0.3805352912,4.231446811,-1
2.508779361,-3.29365639,1
0.2619847377,-2.819215209,-1
-4.889529456,-1.182038934,1
2.73434821,3.75468131,-1
2.077828213,0.1795327278,-1
-0.8353846465,-1.390032968,1
-2.563335614,-2.301225379,-1
-0.01976286891,1.555635213,-1
0.7282943797,-0.5160087341,1
-3.62431047,-0.6238941699,-1
-0.6221684071,0.4704510138,-1
-2.489925919,-2.059929948,-1
0.3298455285,1.653705551,-1
-1.958509344,1.16898167,1
-1.754749762,3.959904888,-1
0.3233106777,0.3385561751,1
-3.069364512,-1.548627201,-1
-0.9733640622,-1.401507134,1
-4.854398777,-0.7497460995,1
2.021090767,2.11710805,1
-0.2036861971,2.633623533,1
2.236474423,-1.11544122,-1
3.829183344,-0.8057954818,1
-0.9619913131,0.2863533027,-1
-0.821774311,2.496648116,1
0.5164125905,0.3704294996,1
3.111534786,-2.372285751,1
-0.2960595364,-1.207915311,1
2.053020872,0.4229672693,-1
1.41104131,-2.233447508,-1
3.517603252,3.316713944,-1
-1.323989318,2.403435642,1
-2.901066016,3.088446143,-1
1.010852869,-3.894888334,1
-0.4461972366,-0.0281197636,-1
4.656722611,1.775246729,-1
0.997072,-0.764072,1
-0.040078,-0.349546,1
0.818753,0.829183,0
1.211097,-0.471013,1
0.933354,-0.20032,1
-1.262734,-0.192752,0
1.472114,-0.398201,1
0.89601,-0.329267,1
0.713855,0.694259,0
-0.95932,0.965227,0
1.741027,0.104511,1
0.813743,0.316265,0
0.139938,-0.569516,1
1.282374,-1.046759,1
1.081902,-0.033214,0
-0.320773,1.015594,0
1.596947,0.388848,1
-0.708881,1.027186,0
1.082953,-0.84593,1
0.200234,0.157621,1
0.566595,0.000156,1
0.083579,1.225781,0
-0.975018,0.431226,0
-0.582501,0.605882,0
1.139353,-0.983698,1
-0.774846,0.419582,0
0.484316,-0.329699,1
2.235723,0.324486,1
1.434865,-0.619932,1
1.713112,0.292747,1
-0.365769,1.046442,0
0.856053,0.971306,0
0.699024,0.064083,0
-0.981367,0.683472,0
0.422056,-0.474305,1
0.046952,0.569654,1
-0.03266,-0.092526,1
-0.20811,-0.272663,1
1.837142,0.624815,1
0.647593,0.339587,0
1.416724,-1.120495,1
-0.173107,1.156701,0
-0.327852,0.871442,0
0.713999,0.567694,0
0.306958,0.413861,0
-0.632155,0.533172,0
0.996094,-0.910675,1
0.375903,0.802857,0
1.031714,0.051258,0
0.790118,1.021143,0
-0.186058,0.584491,0
0.285016,-0.287634,1
-0.241359,-0.118204,1
-0.795294,0.771663,0
-0.25986,1.003705,0
1.722559,-0.298296,1
-0.022108,0.158744,1
0.973179,-0.310628,0
2.537177,0.306006,1
-0.193723,0.319503,1
-0.80228,0.27619,0
-1.605651,0.703586,0
0.206941,1.276799,0
1.784394,0.834743,1
2.042652,0.391738,1
0.675882,-0.136601,1
1.754822,0.053995,1
-0.884263,0.573892,0
1.603573,0.091299,0
0.524607,1.16589,0
0.037309,0.548716,1
0.953894,-0.386262,1
1.461507,0.47629,1
0.806839,0.334974,0
-0.794533,-0.032989,0
1.264664,-0.650911,1
0.918956,0.655498,0
-0.496917,1.212889,0
0.012905,-0.479952,1
-1.072213,0.319221,0
-0.806539,0.521998,0
0.003658,0.258522,1
1.523963,-0.416676,1
0.862772,-0.742868,1
0.933606,-0.55345,1
-0.078922,1.676517,0
0.528074,-0.182491,1
1.234699,-0.856628,1
1.831637,-0.655418,1
0.462764,-0.283574,1
1.409679,0.28447,1
0.394458,1.298119,0
2.162841,-0.175043,1
0.113108,-0.596934,1
-0.131388,0.373737,1
-0.095216,0.379134,1
-0.356561,0.95282,0
0.189656,0.476695,0
0.615472,-0.314899,1
0.733154,0.214119,0
1.375921,-0.013868,1
1.368227,-0.172804,1
-0.675164,0.46729,0
0.375988,0.173541,1
0.069024,1.045557,0
0.995491,-0.617066,1
1.338579,-0.746436,1
0.684471,-0.7146,1
2.225714,0.195306,1
0.815882,-0.331855,1
0.196549,-0.055425,1
-0.044121,0.57543,1
0.258116,0.757175,0
-0.85493,0.677231,0
1.50549,-0.866533,1
0.005332,0.512078,0
0.557994,0.198458,1
2.091012,0.043221,1
-0.78657,0.247768,0
0.816015,0.200001,0
1.076193,0.916387,0
-0.558027,0.318977,0
0.764038,-0.003779,0
0.610246,1.031773,0
-0.541104,1.106589,0
-0.420586,0.764573,0
0.080221,-0.245335,1
0.09058,-0.139648,1
-0.065959,0.200104,1
1.516262,0.289588,0
-0.326702,0.941618,0
0.512364,0.684887,1
0.559664,1.13443,0
-0.470905,1.024639,0
-1.007194,0.278509,0
0.752796,-1.169827,1
1.540031,-0.122398,1
1.772345,-0.334375,1
0.925631,0.829957,0
1.502556,-0.013619,1
1.209145,0.272267,0
-0.392695,0.797741,0
0.786693,-0.843328,1
0.972221,0.121499,0
0.273622,0.318411,1
-0.737452,0.195324,0
0.639888,0.45159,0
0.490143,0.837266,0
0.086252,1.08234,0
2.087479,0.938436,1
0.558356,-1.114061,1
0.980615,0.374795,0
1.4274,-0.606368,1
1.209162,-0.385691,1
1.616703,0.582745,1
-0.403856,0.755348,0
-0.211127,0.955183,0
0.394189,-0.11968,0
1.136882,-0.688512,1
-0.060994,1.111037,0
0.576925,-0.338782,1
0.098475,1.119548,0
1.209276,0.518118,0
0.215248,-0.486207,1
0.599698,0.143407,0
1.103046,0.926688,0
0.943038,0.357067,0
-0.303429,0.28979,1
0.823986,1.258925,0
2.797995,0.330766,1
0.980695,-0.638254,1
-1.158878,0.497793,0
0.620919,-0.379791,1
0.58942,0.895205,0
0.184941,-0.37775,1
0.541831,-0.96983,1
-1.274572,0.780405,0
0.947555,-0.034582,1
1.280877,-0.823298,1
0.418383,0.840179,0
-0.590237,0.98717,0
-0.887941,0.752657,0
1.927666,0.120849,1
0.359014,-0.757315,1
-0.927365,-0.266616,0
-0.429801,1.127068,0
0.74593,-0.130351,1
-1.147341,1.000187,0
1.209986,-0.468066,1
-0.764154,0.749256,0
0.743246,-0.538657,1
-0.029031,0.216712,1
0.789539,0.325655,0
0.096657,0.398813,1
-0.840889,0.555076,0
1.323459,-0.767755,0
-0.045248,0.727091,0
1.923855,0.044189,1
-0.136159,0.827754,0
1.794592,0.826142,1
0.986585,-0.212099,1
0.916646,-0.675543,1
0.719082,0.979905,0
0.570644,0.324443,0
0.311405,0.906891,0
-0.113156,1.16066,0
2.001699,0.615945,1
-0.849673,-0.381045,0
0.650438,-0.202325,1
1.061665,0.357001,0
1.196262,-0.734493,1
-1.039094,0.361007,0
-1.57755,-0.071798,0
-0.41567,1.232766,0
0.027176,-0.232383,1
-0.577208,0.99253,0
0.463384,-1.321876,1
-0.765849,0.502189,0
1.715029,-0.449878,1
2.105312,0.592688,1
0.293598,-0.389842,1
0.712962,0.072593,0
-0.328508,1.115819,0
0.278739,-0.327568,1
-0.620755,0.802989,0
0.054455,-0.407513,1
-0.796192,0.442921,0
-1.504756,-0.202349,0
1.797936,-0.018767,1
1.82469,0.118388,1
-0.921975,0.245943,0
2.018659,-0.726362,1
-0.137981,0.82549,0
-0.224753,0.896848,0
1.83109,-0.198849,1
1.028226,0.731139,0
-0.823371,0.590776,0
-0.754067,0.801317,0
0.879694,0.561706,0
0.224522,1.053675,0
-0.196226,0.185773,1
1.382717,-0.082639,1
0.171852,1.390286,0
1.310101,-0.277781,0
-1.184198,0.482567,0
2.115212,-0.112878,1
0.094307,0.277446,1
0.718935,0.078085,0
-0.504513,0.956266,0
-0.868764,0.485724,0
-0.114921,0.599983,0
0.825235,0.067126,0
1.445673,-0.567148,1
1.293222,-0.458154,1
0.561387,0.523398,0
-0.950661,0.654748,0
-0.163315,1.012062,0
1.485334,-0.826124,1
-1.487277,0.154613,0
0.89659,0.674584,0
-0.049243,0.164115,1
0.464225,0.348147,1
-0.177199,0.816243,1
1.626281,-0.15644,1
0.346255,-1.239933,1
1.428925,0.124801,0
0.770161,1.33889,0
-0.795159,0.732177,0
-0.190563,-0.706079,1
1.743755,0.398777,1
1.726862,-0.295056,1
-0.939721,0.366737,0
1.451219,-0.329322,1
-0.078889,0.289364,1
-0.423455,1.509164,0
0.733057,-0.347088,1
1.759771,-0.361436,1
-0.96534,0.861023,0
1.544966,-0.24415,1
0.451022,0.968227,0
0.623321,0.363739,0
0.356134,0.023216,1
1.852101,0.096589,1
0.180501,-0.100354,1
1.497304,0.024559,1
0.400704,1.105706,0
0.627403,-0.111256,1
-0.43242,0.715025,0
-0.057517,0.679938,0
0.488644,0.291873,0
1.529866,-0.818062,1
1.863029,-0.243804,1
0.365898,-0.801821,1
1.508545,0.148727,0
0.187633,-0.145983,1
1.533223,-0.131914,1
-0.180141,-0.183182,1
-0.549083,0.126187,0
0.682335,1.345413,0
0.10121,0.299019,1
-0.14012,0.715737,1
0.450141,-0.774099,0
0.034433,0.677435,1
-0.157656,0.284413,1
-0.28564,-1.330758,0
0.529501,-0.812718,0
-0.049264,0.83904,1
-1.115297,0.281321,0
0.286621,-0.248214,1
-0.271863,-0.443737,1
-0.039066,-0.466482,1
1.345635,-0.282888,0
0.487217,0.026748,1
-0.742041,0.721082,0
0.443131,-0.67707,0
-1.278214,0.045555,0
1.197082,0.549302,0
0.46156,0.443388,1
-0.337181,0.186494,1
0.582139,0.694784,0
-0.005562,0.725094,0
-0.445876,-1.303537,0
-0.03017,-0.744885,1
0.958461,0.469659,0
-0.514809,-0.829668,0
0.355679,0.509883,0
0.55517,-0.016366,1
-0.75341,-0.449779,0
0.295065,-0.314883,1
0.091193,0.727077,1
0.960068,-0.176372,0
-0.257022,-0.063098,1
-0.417844,0.212267,1
-1.199727,0.530462,0
-0.571626,0.717705,0
-0.760439,-0.61494,0
-0.593954,-0.593535,0
0.178769,0.325418,1
-1.397596,-0.297638,0
-0.378076,-0.115282,1
-0.383221,0.033881,1
-0.541083,0.013272,1
-0.09618,0.465312,1
1.339876,0.166125,0
-1.11144,0.053544,0
-0.549049,0.284123,1
-0.537661,-0.303983,1
0.455447,0.031773,1
0.543489,0.605339,0
-0.220519,0.763946,1
0.814662,0.080369,0
0.232668,-0.166527,1
0.702831,-0.273657,1
0.469648,0.456044,1
0.702639,-0.044245,1
0.520358,-0.870648,0
-1.038371,0.694505,0
0.301702,0.205256,1
-0.223011,0.105037,1
0.177824,0.431174,1
0.559511,0.172078,1
0.798015,0.519558,1
-0.498362,-1.088214,0
0.618485,0.188738,1
0.199237,-0.7776,0
-0.368285,-0.650942,1
-0.029718,1.003536,0
0.204585,0.21901,1
-0.737072,-0.574501,0
-0.50019,-0.355451,1
0.067677,-0.333498,1
0.628728,0.842404,0
-0.04774,-1.074124,0
0.625913,-0.501349,0
-0.172551,1.314876,0
-0.07423,-0.972202,0
0.411154,0.200721,1
0.905709,0.167596,0
-1.021452,-0.587812,0
0.213903,1.103487,0
0.474451,0.57485,1
-0.753724,0.242018,0
0.115763,-0.536591,1
-0.427399,-0.902966,0
0.131908,0.840985,0
0.016755,0.766875,1
0.394015,0.122236,1
-0.589333,-0.902409,1
0.087112,0.436847,1
0.485158,-0.425402,1
-0.134413,-0.648389,1
0.703866,0.661205,0
0.758558,0.47191,0
-0.628087,-0.574177,0
0.579017,-0.034668,1
0.071765,0.226278,1
-0.341249,1.027178,0
0.489342,-0.485902,1
-0.37818,-0.602272,1
0.426432,-1.004089,0
-0.269098,-0.888603,1
-0.001931,0.99331,0
-1.392143,-0.1153,0
0.414672,-0.104478,1
0.783182,-0.106014,0
-0.276945,0.675582,1
-0.026303,-0.531566,1
0.223328,-1.37481,0
-0.564301,-0.683068,0
0.807591,0.060406,0
-0.534391,-0.06568,1
-0.030983,0.273545,1
0.805946,-0.918319,0
0.519515,0.894711,0
0.43503,0.203833,1
-0.582845,0.441286,0
0.290249,0.888709,0
-0.308046,-0.453359,1
1.064503,0.253887,1
-0.371579,0.655517,0
-0.348575,-0.263236,1
0.505449,0.354423,1
-0.432621,0.131173,1
0.238347,0.968932,0
-0.600414,-0.578498,0
1.275222,0.060549,0
0.040728,0.991492,0
-0.342534,-0.056416,1
-0.92363,0.828839,0
-0.721271,0.015621,1
-0.632096,-0.229125,1
-0.603939,0.398672,0
0.281341,0.062995,1
-0.000927,0.103915,1
-0.078577,-0.254293,1
0.181811,-0.474184,1
-0.489675,1.297882,0
-0.436946,0.260381,1
-0.351092,0.317176,1
-0.062566,1.040157,0
0.905631,1.000821,0
-0.787792,-0.773432,0
-0.589425,0.382333,0
-0.415906,0.718275,0
0.979233,-0.670765,0
0.728804,0.696037,0
-0.214941,-0.20645,1
0.547126,-0.742168,0
-0.436152,0.621201,1
0.327256,-0.81642,0
0.36231,-0.174312,1
0.864881,-0.395813,0
-0.546632,-0.118901,1
0.543976,-0.001065,1
0.089962,-0.573121,1
-0.65303,0.80657,0
-1.199263,0.654374,0
0.255367,0.641188,1
0.328193,0.498607,1
-1.144512,-0.380745,0
0.149543,0.178661,1
-0.152832,-1.056502,0
0.010968,-0.348316,1
0.005158,-0.288635,1
0.320593,-1.237884,0
-0.122206,0.684579,1
0.656536,-0.055176,0
0.768091,-0.19921,1
-0.136928,-0.745635,1
-0.734629,0.724232,0
0.044403,-0.33755,1
0.048913,1.122754,1
-0.195868,0.404632,1
-0.090653,0.32862,1
-0.728274,-1.083992,0
-0.38796,0.204872,1
0.72538,-0.993949,0
-0.579974,-1.07045,0
0.021025,-0.383985,1
-1.249744,-0.236315,0
0.192214,0.686007,1
-0.757721,0.541948,0
-1.115991,-0.461079,0
1.074566,-0.214675,0
-0.412572,0.15698,1
1.37027,-0.053537,0
0.384515,0.296826,1
0.284607,-0.319634,1
0.12884,0.055115,1
-0.906369,-0.205547,0
0.368346,-0.951472,0
-0.614211,-0.365169,1
-0.442039,0.018689,1
0.711357,0.433096,0
-0.47341,-1.072778,0
-0.49953,-0.685794,1
-0.057488,0.90822,0
-0.738426,0.163782,1
-0.606709,-0.784161,0
-0.326661,0.929162,0
0.295167,-0.425946,1
0.960194,0.689619,0
0.622231,-0.565169,1
-0.443073,0.082044,1
-0.959089,0.158756,0
-0.244415,0.749962,1
-0.233012,0.143123,1
0.309608,-0.553622,1
0.494676,0.034934,1
1.082406,-0.115009,0
0.178831,-0.708204,1
1.124938,0.095199,0
0.002161,0.531527,1
-0.616582,0.712252,0
1.021715,0.296162,0
-0.65647,0.292275,1
0.583984,-0.514657,0
0.048142,-0.304207,1
-1.046239,0.134255,0
-0.160144,-0.674095,0
-1.189591,0.411842,0
0.371545,0.55198,1
0.792916,0.028055,1
0.396911,-0.317796,1
0.803208,-0.015875,1
-0.456998,0.742431,0
-0.119058,0.257908,1
-1.103927,-0.249282,0
-0.557925,-0.722978,0
-0.509972,0.577329,1
-0.177899,-0.208511,1
-1.152654,-0.713757,0
0.742735,-0.105966,0
-0.455955,-0.18877,1
0.750214,1.003367,0
0.506209,-0.010789,1
0.203275,1.158895,0
0.791976,-0.475234,0
0.709665,0.500148,1
-0.811941,-0.354019,0
-0.496563,0.554138,0
0.305002,0.089108,1
0.578229,-0.042216,1
-0.287049,-0.640862,0
0.668517,-1.082062,0
0.490323,0.530206,0
0.243788,-1.102834,0
-0.452003,-0.232839,1
0.011844,0.779146,1
0.722296,0.461356,0
0.437302,-0.496904,1
-0.383926,-0.895296,0
0.016529,-0.188076,1
-0.26029,-0.501891,1
0.559324,-0.753002,0
0.526624,-0.131959,1
-0.116365,-0.283625,1
0.506354,0.631698,0
-0.022006,0.382666,1
-0.671584,0.732781,0
0.792361,0.375287,0
-0.342026,-0.907646,0
0.648646,1.278929,0
-1.498169,-0.259172,0
-0.011323,1.035139,0
1.088623,0.430715,0
-0.532086,0.618599,0
0.51794,-0.352431,1
0.339506,0.885296,0
0.129323,-0.633098,0
0.223308,-1.144463,0
0.524418,-0.518328,1
0.147971,-0.104803,1
0.045212,-0.544183,1
-0.634636,0.176676,1
0.600039,-0.182624,0
0.684359,0.791504,0
1.208518,0.164882,0
1.124597,-0.341706,0
-1.149832,-0.589476,0
-0.376464,-0.18765,1
-0.451461,0.062953,1
-0.943523,0.19814,0
-0.407714,0.640854,0
0.843365,0.041383,1
-0.218593,-0.145552,1
-0.41202,-0.449216,1
0.071893,-0.493717,1
